|id |id_usuario|pontos|tipo_origem          |origem_id|data_expiracao               |observacoes                                                                                                                                                     |createdAt                    |updatedAt                    |status  |
|864  |27.747    |100   |bonus                |         |2027-01-26 19:15:04.835 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 19:15:04.836 -0300|2026-01-26 19:15:04.836 -0300|ativo    |
|865  |27.746    |100   |bonus                |         |2027-01-26 19:17:13.167 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 19:17:13.168 -0300|2026-01-26 19:17:13.168 -0300|ativo    |
|866  |27.746    |50    |pesquisa_subcategoria|24       |2027-01-26 19:21:32.679 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 19:21:32.679 -0300|2026-01-26 19:21:32.679 -0300|ativo    |
|867  |27.746    |55    |pesquisa_produto     |327      |2027-01-26 19:21:32.884 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 19:21:32.884 -0300|2026-01-26 19:21:32.884 -0300|ativo    |
|868  |27.746    |50    |pesquisa_subcategoria|104      |2027-01-26 19:24:37.524 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 19:24:37.525 -0300|2026-01-26 19:24:37.525 -0300|ativo    |
|869  |27.746    |55    |pesquisa_produto     |214      |2027-01-26 19:24:37.740 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 19:24:37.741 -0300|2026-01-26 19:24:37.741 -0300|ativo    |
|870  |27.748    |100   |bonus                |         |2027-01-26 19:24:49.304 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 19:24:49.304 -0300|2026-01-26 19:24:49.304 -0300|ativo    |
|871  |27.750    |100   |bonus                |         |2027-01-26 19:33:19.623 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 19:33:19.623 -0300|2026-01-26 19:33:19.623 -0300|ativo    |
|872  |27.749    |100   |bonus                |         |2027-01-26 19:33:44.717 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 19:33:44.717 -0300|2026-01-26 19:33:44.717 -0300|ativo    |
|878  |27.749    |50    |pesquisa_subcategoria|104      |2027-01-26 20:03:18.062 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 20:03:18.063 -0300|2026-01-26 20:03:18.063 -0300|ativo    |
|879  |27.749    |55    |pesquisa_produto     |214      |2027-01-26 20:03:18.272 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 20:03:18.272 -0300|2026-01-26 20:03:18.272 -0300|ativo    |
|880  |27.749    |50    |bonus                |         |2027-01-26 20:03:46.536 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-26 20:03:46.536 -0300|2026-01-26 20:03:46.536 -0300|ativo    |
|881  |27.749    |50    |pesquisa_subcategoria|192      |2027-01-26 20:21:43.374 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 20:21:43.374 -0300|2026-01-26 20:21:43.374 -0300|ativo    |
|882  |27.749    |55    |pesquisa_produto     |104      |2027-01-26 20:21:43.584 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 20:21:43.584 -0300|2026-01-26 20:21:43.584 -0300|ativo    |
|883  |27.749    |50    |bonus                |         |2027-01-26 20:21:53.223 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-26 20:21:53.223 -0300|2026-01-26 20:21:53.223 -0300|ativo    |
|884  |27.749    |50    |pesquisa_subcategoria|251      |2027-01-26 20:34:55.571 -0300|Pontos ganhos por responder questionário - 50 pontos                                                                                                            |2026-01-26 20:34:55.571 -0300|2026-01-26 20:34:55.571 -0300|ativo    |
|885  |27.749    |55    |pesquisa_produto     |171      |2027-01-26 20:34:55.791 -0300|Pontos ganhos por responder questionário - 55 pontos                                                                                                            |2026-01-26 20:34:55.791 -0300|2026-01-26 20:34:55.791 -0300|ativo    |
|886  |27.749    |50    |bonus                |         |2027-01-26 20:35:00.956 -0300|Pontos extras por comentar após pesquisa - 50 pontos                                                                                                            |2026-01-26 20:35:00.957 -0300|2026-01-26 20:35:00.957 -0300|ativo    |
|887  |27.754    |100   |bonus                |         |2027-01-26 20:49:54.619 -0300|Cadastro completo - 100 pontos                                                                                                                                  |2026-01-26 20:49:54.619 -0300|2026-01-26 20:49:54.619 -0300|ativo    |
